Subject_No;NDVI_500_mean;LUgreen_500m;DGURBA_CLA;compstudie2;Airport;AirportName;Year;Gender;Age;AgeGroups;Annoyance_road;HAv_road;Road_LDEN;Annoyance_rail;HAv_rail;Rail_LDEN;Annoyance_air;HAv_air;Air_LDEN
4799;0.469;0.383;1;1.0;1;FRA;2011;2.00;30.00;3050;2.00;0.00;50.3;1.00;0.00;35.7;3.00;0.00;54.1
4800;0.491;0.624;1;1.0;1;FRA;2011;1.00;69.00;5070;1.00;0.00;45.9;1.00;0.00;35.0;3.00;0.00;48.3
4801;0.403;0.474;2;1.0;1;FRA;2011;2.00;67.00;5070;1.00;0.00;66.8;1.00;0.00;52.7;4.00;1.00;56.4
4802;0.366;0.340;2;1.0;1;FRA;2011;2.00;68.00;5070;1.00;0.00;58.7;4.00;1.00;50.0;4.00;1.00;49.3
4803;0.301;0.051;1;1.0;1;FRA;2011;1.00;50.00;5070;1.00;0.00;53.7;1.00;0.00;35.0;3.00;0.00;54.0
4804;0.380;0.403;2;1.0;1;FRA;2011;2.00;44.00;3050;1.00;0.00;51.7;1.00;0.00;44.1;5.00;1.00;49.4
4805;0.416;0.467;2;1.0;1;FRA;2011;2.00;32.00;3050;1.00;0.00;60.6;1.00;0.00;53.0;2.00;0.00;47.1
4806;0.417;0.550;2;2.2;1;FRA;2012;1.00;65.00;5070;3.00;0.00;54.7;1.00;0.00;50.8;3.00;0.00;56.0
4807;0.380;0.240;2;2.3;1;FRA;2012;2.00;45.00;3050;3.00;0.00;61.1;1.00;0.00;68.2;1.00;0.00;45.6
4808;0.380;0.240;2;2.3;1;FRA;2012;2.00;46.00;3050;1.00;0.00;63.4;1.00;0.00;68.5;1.00;0.00;45.6
4809;0.396;0.255;1;2.3;1;FRA;2012;1.00;49.00;3050;2.00;0.00;65.3;4.00;1.00;75.9;2.00;0.00;50.8
4810;0.347;0.002;2;2.3;1;FRA;2012;2.00;73.00;7000;2.00;0.00;50.2;2.00;0.00;53.4;2.00;0.00;44.8
4811;0.380;0.240;2;2.3;1;FRA;2012;2.00;68.00;5070;1.00;0.00;44.1;3.00;0.00;65.8;3.00;0.00;45.7
4812;0.366;0.022;2;2.3;1;FRA;2012;1.00;69.00;5070;3.00;0.00;39.0;1.00;0.00;56.8;3.00;0.00;45.1
4813;0.396;0.255;1;2.3;1;FRA;2012;1.00;20.00;1830;1.00;0.00;60.5;2.00;0.00;75.9;2.00;0.00;50.6
4814;0.380;0.240;2;2.3;1;FRA;2012;1.00;70.00;7000;1.00;0.00;44.1;2.00;0.00;65.8;3.00;0.00;45.7
4815;0.357;0.032;2;2.3;1;FRA;2012;1.00;67.00;5070;3.00;0.00;42.0;2.00;0.00;58.9;3.00;0.00;45.3
4816;0.405;0.358;1;2.4;1;FRA;2012;1.00;71.00;7000;1.00;0.00;46.0;3.00;0.00;54.7;3.00;0.00;51.0
4817;0.508;0.532;2;1.0;1;FRA;2011;2.00;46.00;3050;1.00;0.00;61.5;1.00;0.00;43.1;3.00;0.00;53.1
4818;0.351;0.210;2;1.0;1;FRA;2011;2.00;63.00;5070;4.00;1.00;63.2;2.00;0.00;48.3;4.00;1.00;49.7
4819;0.372;0.057;2;1.0;1;FRA;2011;1.00;72.00;7000;2.00;0.00;50.0;2.00;0.00;48.2;5.00;1.00;45.1
4820;0.351;0.210;2;1.0;1;FRA;2011;1.00;69.00;5070;3.00;0.00;63.2;3.00;0.00;48.3;4.00;1.00;49.7
4821;0.300;0.116;1;1.0;1;FRA;2011;1.00;46.00;3050;2.00;0.00;69.5;1.00;0.00;35.0;5.00;1.00;54.1
4822;0.375;0.395;2;1.0;1;FRA;2011;1.00;56.00;5070;2.00;0.00;67.4;1.00;0.00;52.0;5.00;1.00;56.4
4823;0.408;0.331;2;1.0;1;FRA;2011;2.00;40.00;3050;2.00;0.00;50.5;1.00;0.00;41.4;4.00;1.00;49.8
4824;0.396;0.447;1;1.0;1;FRA;2011;1.00;53.00;5070;1.00;0.00;50.6;1.00;0.00;37.5;4.00;1.00;54.4
4825;0.387;0.231;2;1.0;1;FRA;2011;1.00;72.00;7000;1.00;0.00;52.7;1.00;0.00;42.0;3.00;0.00;49.6
4826;0.350;0.006;2;1.0;1;FRA;2011;1.00;53.00;5070;3.00;0.00;44.3;2.00;0.00;50.9;4.00;1.00;45.3
4827;0.358;0.012;2;1.0;1;FRA;2011;2.00;72.00;7000;4.00;1.00;62.2;1.00;0.00;54.2;4.00;1.00;45.4
4828;0.349;0.001;2;2.3;1;FRA;2012;1.00;72.00;7000;1.00;0.00;37.0;1.00;0.00;49.8;3.00;0.00;44.7
4829;0.349;0.001;2;2.3;1;FRA;2012;1.00;37.00;3050;2.00;0.00;37.0;1.00;0.00;49.8;3.00;0.00;44.7
4830;0.355;0.092;2;2.3;1;FRA;2012;2.00;43.00;3050;1.00;0.00;44.0;1.00;0.00;61.5;3.00;0.00;45.4
4831;0.350;0.006;2;2.3;1;FRA;2012;1.00;35.00;3050;1.00;0.00;40.5;1.00;0.00;51.0;1.00;0.00;44.8
4832;0.349;0.001;2;2.3;1;FRA;2012;1.00;22.00;1830;1.00;0.00;36.4;1.00;0.00;49.7;2.00;0.00;44.7
4833;0.364;0.132;2;2.3;1;FRA;2012;2.00;60.00;5070;2.00;0.00;42.3;1.00;0.00;61.1;2.00;0.00;45.4
4834;0.350;0.006;2;2.3;1;FRA;2012;1.00;69.00;5070;1.00;0.00;42.8;1.00;0.00;49.9;1.00;0.00;44.7
4835;0.350;0.006;2;2.3;1;FRA;2012;2.00;85.00;7000;2.00;0.00;38.5;1.00;0.00;49.1;2.00;0.00;44.8
4836;0.349;0.001;2;2.3;1;FRA;2012;1.00;20.00;1830;1.00;0.00;36.4;1.00;0.00;49.7;1.00;0.00;44.7
4837;0.343;0.041;2;2.3;1;FRA;2012;1.00;79.00;7000;2.00;0.00;43.3;2.00;0.00;58.4;2.00;0.00;45.2
4838;0.343;0.041;2;2.3;1;FRA;2012;1.00;43.00;3050;1.00;0.00;40.7;2.00;0.00;58.6;4.00;1.00;45.2
4839;0.349;0.001;2;2.3;1;FRA;2012;2.00;45.00;3050;1.00;0.00;37.0;1.00;0.00;49.8;3.00;0.00;44.7
4840;0.349;0.001;2;2.3;1;FRA;2012;1.00;45.00;3050;2.00;0.00;37.0;2.00;0.00;49.8;2.00;0.00;44.7
4841;0.350;0.006;2;2.3;1;FRA;2012;2.00;69.00;5070;1.00;0.00;39.7;1.00;0.00;50.8;2.00;0.00;44.7
4842;0.370;0.369;2;2.4;1;FRA;2012;2.00;57.00;5070;2.00;0.00;59.1;1.00;0.00;55.4;4.00;1.00;45.8
4843;0.348;0.008;2;2.4;1;FRA;2012;1.00;74.00;7000;3.00;0.00;64.2;1.00;0.00;56.7;2.00;0.00;45.0
4844;0.449;0.410;2;2.4;1;FRA;2012;1.00;73.00;7000;2.00;0.00;47.1;1.00;0.00;47.2;3.00;0.00;44.3
4845;0.521;0.638;2;2.4;1;FRA;2012;1.00;57.00;5070;2.00;0.00;65.2;2.00;0.00;42.6;4.00;1.00;54.4
4846;0.358;0.343;2;1.0;1;FRA;2011;1.00;52.00;5070;2.00;0.00;62.7;1.00;0.00;54.8;4.00;1.00;56.3
4847;0.321;0.121;2;1.0;1;FRA;2011;2.00;58.00;5070;2.00;0.00;60.9;1.00;0.00;58.8;1.00;0.00;57.3
4848;0.352;0.200;2;1.0;1;FRA;2011;2.00;54.00;5070;2.00;0.00;58.4;1.00;0.00;47.7;2.00;0.00;49.5
4849;0.352;0.200;2;1.0;1;FRA;2011;2.00;29.00;1830;1.00;0.00;55.4;1.00;0.00;48.3;2.00;0.00;49.5
4850;0.339;0.149;2;1.0;1;FRA;2011;2.00;83.00;7000;4.00;1.00;68.4;2.00;0.00;63.7;3.00;0.00;57.8
4851;0.384;0.338;1;1.0;1;FRA;2011;2.00;39.00;3050;1.00;0.00;52.9;1.00;0.00;39.5;4.00;1.00;54.6
4852;0.358;0.263;1;1.0;1;FRA;2011;2.00;76.00;7000;2.00;0.00;51.6;1.00;0.00;39.6;4.00;1.00;54.5
4853;0.407;0.088;2;1.0;1;FRA;2011;1.00;66.00;5070;1.00;0.00;56.9;1.00;0.00;47.1;2.00;0.00;50.4
4854;0.364;0.137;2;1.0;1;FRA;2011;1.00;21.00;1830;3.00;0.00;42.9;1.00;0.00;61.9;2.00;0.00;45.8
4855;0.246;0.042;1;1.0;1;FRA;2011;1.00;40.00;3050;1.00;0.00;54.3;1.00;0.00;35.0;4.00;1.00;54.0
4856;0.339;0.149;2;1.0;1;FRA;2011;1.00;38.00;3050;2.00;0.00;66.5;1.00;0.00;62.3;3.00;0.00;57.8
4857;0.377;0.090;2;2.3;1;FRA;2012;1.00;63.00;5070;1.00;0.00;39.1;1.00;0.00;57.1;1.00;0.00;45.0
4858;0.355;0.029;2;2.3;1;FRA;2012;2.00;44.00;3050;3.00;0.00;43.5;1.00;0.00;49.3;3.00;0.00;44.5
4859;0.405;0.195;2;2.3;1;FRA;2012;2.00;65.00;5070;1.00;0.00;39.4;1.00;0.00;51.0;1.00;0.00;44.4
4860;0.361;0.036;2;2.3;1;FRA;2012;2.00;39.00;3050;2.00;0.00;44.0;1.00;0.00;49.6;2.00;0.00;44.4
4861;0.358;0.116;2;2.3;1;FRA;2012;1.00;81.00;7000;3.00;0.00;43.3;1.00;0.00;60.9;3.00;0.00;45.2
4862;0.358;0.116;2;2.3;1;FRA;2012;1.00;51.00;5070;2.00;0.00;45.1;2.00;0.00;62.2;3.00;0.00;45.2
4863;0.361;0.036;2;2.3;1;FRA;2012;1.00;72.00;7000;2.00;0.00;42.4;1.00;0.00;51.3;2.00;0.00;44.5
4864;0.355;0.029;2;2.3;1;FRA;2012;1.00;49.00;3050;3.00;0.00;43.6;1.00;0.00;51.2;4.00;1.00;44.5
4865;0.361;0.036;2;2.3;1;FRA;2012;1.00;43.00;3050;2.00;0.00;44.0;2.00;0.00;49.6;3.00;0.00;44.4
4866;0.355;0.029;2;2.3;1;FRA;2012;1.00;61.00;5070;4.00;1.00;43.2;1.00;0.00;49.1;3.00;0.00;44.6
4867;0.373;0.390;2;2.4;1;FRA;2012;1.00;61.00;5070;1.00;0.00;63.1;2.00;0.00;56.2;3.00;0.00;45.9
4868;0.373;0.390;2;2.4;1;FRA;2012;2.00;54.00;5070;4.00;1.00;63.1;1.00;0.00;56.2;2.00;0.00;45.9
4869;0.375;0.053;2;2.4;1;FRA;2012;2.00;74.00;7000;3.00;0.00;60.7;2.00;0.00;56.5;5.00;1.00;44.9
4870;0.407;0.088;2;2.4;1;FRA;2012;2.00;71.00;7000;1.00;0.00;49.6;1.00;0.00;45.6;3.00;0.00;51.6
4871;0.358;0.074;2;2.4;1;FRA;2012;1.00;50.00;5070;2.00;0.00;50.4;1.00;0.00;42.7;5.00;1.00;49.0
4872;0.373;0.349;1;1.0;1;FRA;2011;1.00;18.00;1830;1.00;0.00;52.8;1.00;0.00;40.0;5.00;1.00;54.7
4873;0.230;0.047;1;1.0;1;FRA;2011;2.00;21.00;1830;4.00;1.00;56.4;1.00;0.00;35.0;1.00;0.00;54.0
4874;0.334;0.178;1;1.0;1;FRA;2011;2.00;18.00;1830;3.00;0.00;60.2;1.00;0.00;36.6;5.00;1.00;54.7
4875;0.324;0.187;2;1.0;1;FRA;2011;2.00;42.00;3050;4.00;1.00;50.7;1.00;0.00;52.1;5.00;1.00;56.0
4876;0.454;0.303;2;1.0;1;FRA;2011;1.00;43.00;3050;3.00;0.00;54.9;1.00;0.00;44.6;2.00;0.00;51.3
4877;0.230;0.047;1;1.0;1;FRA;2011;1.00;40.00;3050;1.00;0.00;56.6;1.00;0.00;35.0;4.00;1.00;53.9
4878;0.247;0.107;1;1.0;1;FRA;2011;2.00;48.00;3050;2.00;0.00;52.3;2.00;0.00;35.0;5.00;1.00;54.1
4879;0.351;0.207;1;1.0;1;FRA;2011;1.00;62.00;5070;1.00;0.00;54.3;1.00;0.00;40.2;4.00;1.00;54.7
4880;0.362;0.567;1;1.0;1;FRA;2011;1.00;44.00;3050;3.00;0.00;56.5;1.00;0.00;42.3;4.00;1.00;54.7
4881;0.247;0.107;1;1.0;1;FRA;2011;2.00;71.00;7000;4.00;1.00;51.7;1.00;0.00;35.0;3.00;0.00;54.1
4882;0.356;0.199;2;1.0;1;FRA;2011;2.00;47.00;3050;4.00;1.00;62.2;1.00;0.00;46.6;4.00;1.00;49.6
4883;0.357;0.123;2;1.0;1;FRA;2011;2.00;58.00;5070;4.00;1.00;67.8;3.00;0.00;65.5;3.00;0.00;57.8
4884;0.226;0.015;1;1.0;1;FRA;2011;1.00;24.00;1830;3.00;0.00;70.1;2.00;0.00;35.0;2.00;0.00;53.9
4885;0.435;0.400;2;1.0;1;FRA;2011;2.00;36.00;3050;3.00;0.00;58.5;2.00;0.00;58.1;3.00;0.00;46.1
4886;0.430;0.381;2;1.0;1;FRA;2011;2.00;49.00;3050;1.00;0.00;54.1;1.00;0.00;42.5;4.00;1.00;50.4
4887;0.405;0.265;2;1.0;1;FRA;2011;1.00;48.00;3050;3.00;0.00;53.1;1.00;0.00;42.8;3.00;0.00;50.3
4888;0.341;0.193;1;2.2;1;FRA;2012;1.00;76.00;7000;1.00;0.00;54.3;1.00;0.00;39.8;3.00;0.00;52.8
4889;0.464;0.999;2;2.3;1;FRA;2012;1.00;50.00;5070;1.00;0.00;63.7;2.00;0.00;88.7;1.00;0.00;45.4
4890;0.401;0.276;2;2.3;1;FRA;2012;2.00;70.00;7000;3.00;0.00;54.3;3.00;0.00;62.5;4.00;1.00;45.2
4891;0.376;0.188;2;2.3;1;FRA;2012;1.00;81.00;7000;1.00;0.00;43.4;3.00;0.00;62.4;3.00;0.00;45.0
4892;0.401;0.276;2;2.3;1;FRA;2012;1.00;47.00;3050;2.00;0.00;57.6;2.00;0.00;64.2;2.00;0.00;45.3
4893;0.401;0.200;2;2.3;1;FRA;2012;2.00;69.00;5070;1.00;0.00;38.9;1.00;0.00;50.9;5.00;1.00;44.3
4894;0.466;0.589;2;2.3;1;FRA;2012;1.00;35.00;3050;1.00;0.00;46.8;1.00;0.00;55.9;1.00;0.00;45.9
4895;0.235;0.073;1;2.4;1;FRA;2012;1.00;71.00;7000;1.00;0.00;55.9;1.00;0.00;35.0;1.00;0.00;51.6
4896;0.449;0.367;2;2.4;1;FRA;2012;1.00;62.00;5070;2.00;0.00;47.1;2.00;0.00;48.1;2.00;0.00;44.2
4897;0.366;0.318;2;2.4;1;FRA;2012;1.00;44.00;3050;2.00;0.00;62.0;1.00;0.00;41.9;3.00;0.00;50.3
4898;0.335;0.135;1;1.0;1;FRA;2011;1.00;73.00;7000;1.00;0.00;56.5;1.00;0.00;42.3;3.00;0.00;54.8
4899;0.352;0.237;1;1.0;1;FRA;2011;2.00;52.00;5070;3.00;0.00;60.1;1.00;0.00;35.0;3.00;0.00;50.9
4900;0.341;0.169;1;1.0;1;FRA;2011;2.00;53.00;5070;1.00;0.00;58.9;1.00;0.00;39.5;3.00;0.00;50.1
4901;0.372;0.395;1;1.0;1;FRA;2011;1.00;66.00;5070;2.00;0.00;57.6;1.00;0.00;35.0;3.00;0.00;51.0
4902;0.348;0.384;2;1.0;1;FRA;2011;2.00;51.00;5070;4.00;1.00;52.7;3.00;0.00;54.3;5.00;1.00;55.4
4903;0.341;0.269;2;1.0;1;FRA;2011;1.00;76.00;7000;4.00;1.00;67.7;2.00;0.00;51.0;5.00;1.00;55.7
4904;0.302;0.146;1;1.0;1;FRA;2011;2.00;70.00;7000;1.00;0.00;55.6;1.00;0.00;35.8;5.00;1.00;54.7
4905;0.356;0.094;2;1.0;1;FRA;2011;2.00;72.00;7000;3.00;0.00;62.7;1.00;0.00;46.1;3.00;0.00;49.7
4906;0.354;0.396;1;1.0;1;FRA;2011;2.00;54.00;5070;1.00;0.00;51.2;1.00;0.00;39.4;5.00;1.00;54.8
4907;0.419;0.279;2;2.3;1;FRA;2012;2.00;83.00;7000;1.00;0.00;42.2;1.00;0.00;59.3;1.00;0.00;44.7
4908;0.428;0.318;2;2.3;1;FRA;2012;2.00;70.00;7000;3.00;0.00;45.8;2.00;0.00;60.9;4.00;1.00;45.1
4909;0.406;0.277;2;2.3;1;FRA;2012;2.00;49.00;3050;1.00;0.00;43.6;3.00;0.00;70.4;5.00;1.00;44.9
4910;0.431;0.309;2;2.3;1;FRA;2012;2.00;33.00;3050;1.00;0.00;47.5;2.00;0.00;52.1;1.00;0.00;44.2
4911;0.408;0.283;2;2.3;1;FRA;2012;1.00;45.00;3050;1.00;0.00;41.4;2.00;0.00;62.5;1.00;0.00;44.9
4912;0.460;0.520;2;2.3;1;FRA;2012;2.00;51.00;5070;4.00;1.00;47.5;2.00;0.00;56.2;3.00;0.00;45.5
4913;0.428;0.318;2;2.3;1;FRA;2012;2.00;72.00;7000;1.00;0.00;42.7;4.00;1.00;62.8;2.00;0.00;45.1
4914;0.408;0.283;2;2.3;1;FRA;2012;1.00;41.00;3050;2.00;0.00;40.6;2.00;0.00;61.7;1.00;0.00;44.9
4915;0.426;0.256;2;2.3;1;FRA;2012;1.00;73.00;7000;1.00;0.00;47.8;2.00;0.00;71.1;2.00;0.00;59.0
4916;0.426;0.256;2;2.3;1;FRA;2012;1.00;54.00;5070;3.00;0.00;49.0;1.00;0.00;77.4;4.00;1.00;58.7
4917;0.426;0.256;2;2.3;1;FRA;2012;1.00;21.00;1830;2.00;0.00;49.0;2.00;0.00;77.4;4.00;1.00;58.7
4918;0.408;0.283;2;2.3;1;FRA;2012;2.00;39.00;3050;2.00;0.00;41.4;4.00;1.00;62.5;4.00;1.00;44.9
4919;0.408;0.283;2;2.3;1;FRA;2012;1.00;39.00;3050;1.00;0.00;41.4;3.00;0.00;62.5;4.00;1.00;44.9
4920;0.341;0.269;2;2.4;1;FRA;2012;2.00;61.00;5070;3.00;0.00;67.7;1.00;0.00;51.0;5.00;1.00;55.3
4921;0.324;0.165;2;2.4;1;FRA;2012;2.00;66.00;5070;3.00;0.00;73.0;1.00;0.00;53.0;3.00;0.00;55.6
4922;0.348;0.422;1;1.0;1;FRA;2011;1.00;40.00;3050;1.00;0.00;58.4;1.00;0.00;44.0;1.00;0.00;54.8
4923;0.454;0.384;2;1.0;1;FRA;2011;1.00;62.00;5070;3.00;0.00;39.5;1.00;0.00;60.4;3.00;0.00;45.3
4924;0.351;0.151;1;1.0;1;FRA;2011;1.00;42.00;3050;1.00;0.00;53.6;1.00;0.00;35.0;1.00;0.00;50.5
4925;0.319;0.078;1;1.0;1;FRA;2011;1.00;24.00;1830;1.00;0.00;54.5;1.00;0.00;40.4;2.00;0.00;54.9
4926;0.348;0.422;1;1.0;1;FRA;2011;2.00;19.00;1830;1.00;0.00;58.4;1.00;0.00;44.0;3.00;0.00;54.8
4927;0.398;0.156;2;1.0;1;FRA;2011;1.00;46.00;3050;2.00;0.00;50.2;1.00;0.00;78.0;3.00;0.00;58.3
4928;0.348;0.422;1;1.0;1;FRA;2011;1.00;34.00;3050;2.00;0.00;57.4;1.00;0.00;42.0;4.00;1.00;54.8
4929;0.351;0.151;1;1.0;1;FRA;2011;1.00;44.00;3050;2.00;0.00;56.7;1.00;0.00;35.0;3.00;0.00;50.7
4930;0.469;0.396;2;1.0;1;FRA;2011;1.00;43.00;3050;1.00;0.00;54.2;1.00;0.00;61.5;4.00;1.00;60.3
4931;0.335;0.089;1;1.0;1;FRA;2011;1.00;49.00;3050;1.00;0.00;54.1;1.00;0.00;35.0;4.00;1.00;50.3
4932;0.340;0.152;1;2.2;1;FRA;2012;2.00;60.00;5070;1.00;0.00;55.4;1.00;0.00;41.6;4.00;1.00;52.8
4933;0.398;0.156;2;2.3;1;FRA;2012;1.00;61.00;5070;2.00;0.00;52.5;1.00;0.00;77.9;2.00;0.00;58.0
4934;0.463;0.415;2;2.3;1;FRA;2012;2.00;69.00;5070;2.00;0.00;45.5;1.00;0.00;51.6;2.00;0.00;44.1
4935;0.447;0.366;2;2.3;1;FRA;2012;2.00;47.00;3050;2.00;0.00;41.5;2.00;0.00;64.4;3.00;0.00;44.7
4936;0.398;0.156;2;2.3;1;FRA;2012;1.00;60.00;5070;1.00;0.00;52.5;1.00;0.00;77.9;1.00;0.00;58.0
4937;0.463;0.415;2;2.3;1;FRA;2012;2.00;84.00;7000;1.00;0.00;45.5;1.00;0.00;51.6;2.00;0.00;44.1
4938;0.453;0.359;2;2.3;1;FRA;2012;2.00;73.00;7000;2.00;0.00;46.4;2.00;0.00;51.1;4.00;1.00;44.1
4939;0.398;0.156;2;2.3;1;FRA;2012;1.00;72.00;7000;2.00;0.00;50.2;2.00;0.00;78.0;3.00;0.00;58.1
4940;0.449;0.370;2;2.3;1;FRA;2012;2.00;56.00;5070;1.00;0.00;41.7;2.00;0.00;66.8;4.00;1.00;45.0
4941;0.449;0.370;2;2.3;1;FRA;2012;2.00;31.00;3050;1.00;0.00;41.7;2.00;0.00;66.8;4.00;1.00;45.0
4942;0.453;0.359;2;2.3;1;FRA;2012;2.00;43.00;3050;4.00;1.00;45.6;2.00;0.00;52.4;3.00;0.00;44.2
4943;0.456;0.398;2;2.3;1;FRA;2012;1.00;64.00;5070;1.00;0.00;40.9;1.00;0.00;58.9;3.00;0.00;44.5
4944;0.449;0.370;2;2.3;1;FRA;2012;2.00;26.00;1830;1.00;0.00;41.7;5.00;1.00;66.8;3.00;0.00;45.0
4945;0.398;0.156;2;2.3;1;FRA;2012;1.00;20.00;1830;1.00;0.00;52.5;3.00;0.00;77.9;4.00;1.00;58.0
4946;0.419;0.216;2;2.3;1;FRA;2012;2.00;67.00;5070;2.00;0.00;51.1;3.00;0.00;72.5;4.00;1.00;58.5
4947;0.453;0.359;2;2.3;1;FRA;2012;1.00;78.00;7000;1.00;0.00;45.7;1.00;0.00;52.6;4.00;1.00;44.2
4948;0.398;0.156;2;2.3;1;FRA;2012;1.00;69.00;5070;3.00;0.00;50.2;3.00;0.00;78.0;3.00;0.00;58.1
4949;0.456;0.398;2;2.3;1;FRA;2012;1.00;38.00;3050;1.00;0.00;41.3;1.00;0.00;58.9;1.00;0.00;44.6
4950;0.419;0.216;2;2.3;1;FRA;2012;1.00;77.00;7000;2.00;0.00;51.1;3.00;0.00;72.5;4.00;1.00;58.5
4951;0.398;0.156;2;2.3;1;FRA;2012;1.00;69.00;5070;3.00;0.00;50.2;3.00;0.00;78.0;3.00;0.00;58.1
4952;0.398;0.156;2;2.3;1;FRA;2012;2.00;50.00;5070;1.00;0.00;50.2;3.00;0.00;78.0;1.00;0.00;58.1
4953;0.398;0.156;2;2.3;1;FRA;2012;2.00;75.00;7000;2.00;0.00;50.2;2.00;0.00;78.0;3.00;0.00;58.1
4954;0.398;0.156;2;2.3;1;FRA;2012;1.00;78.00;7000;1.00;0.00;52.5;1.00;0.00;77.9;1.00;0.00;58.0
4955;0.493;0.690;2;2.3;1;FRA;2012;2.00;44.00;3050;2.00;0.00;45.4;3.00;0.00;55.3;3.00;0.00;45.6
4956;0.419;0.216;2;2.3;1;FRA;2012;2.00;68.00;5070;1.00;0.00;47.4;3.00;0.00;67.1;4.00;1.00;58.9
4957;0.398;0.156;2;2.3;1;FRA;2012;1.00;43.00;3050;2.00;0.00;52.5;4.00;1.00;77.9;4.00;1.00;58.0
4958;0.323;0.142;2;2.4;1;FRA;2012;1.00;73.00;7000;5.00;1.00;72.5;1.00;0.00;49.9;3.00;0.00;55.3
4959;0.357;0.292;1;2.4;1;FRA;2012;2.00;64.00;5070;1.00;0.00;56.4;1.00;0.00;35.6;1.00;0.00;50.3
4960;0.229;0.037;1;2.4;1;FRA;2012;1.00;72.00;7000;2.00;0.00;70.3;1.00;0.00;35.0;5.00;1.00;51.6
4961;0.331;0.036;1;2.4;1;FRA;2012;2.00;42.00;3050;2.00;0.00;61.4;1.00;0.00;35.0;4.00;1.00;50.5
4962;0.351;0.092;2;2.4;1;FRA;2012;2.00;81.00;7000;3.00;0.00;69.2;2.00;0.00;66.4;3.00;0.00;57.4
4963;0.377;0.308;1;2.4;1;FRA;2012;1.00;35.00;3050;1.00;0.00;54.8;1.00;0.00;35.0;3.00;0.00;50.5
4964;0.229;0.037;1;2.4;1;FRA;2012;1.00;51.00;5070;3.00;0.00;59.2;1.00;0.00;35.0;5.00;1.00;51.6
4965;0.231;0.034;1;2.4;1;FRA;2012;2.00;86.00;7000;3.00;0.00;73.9;2.00;0.00;35.0;3.00;0.00;51.4
4966;0.341;0.116;1;2.4;1;FRA;2012;1.00;31.00;3050;3.00;0.00;52.7;1.00;0.00;35.0;3.00;0.00;50.4
4967;0.323;0.142;2;2.4;1;FRA;2012;2.00;74.00;7000;2.00;0.00;72.5;1.00;0.00;49.9;5.00;1.00;55.3
4968;0.376;0.231;1;1.0;1;FRA;2011;1.00;68.00;5070;3.00;0.00;54.8;1.00;0.00;35.0;4.00;1.00;50.4
4969;0.325;0.099;1;1.0;1;FRA;2011;1.00;42.00;3050;1.00;0.00;56.3;1.00;0.00;41.9;4.00;1.00;54.9
4970;0.315;0.055;2;1.0;1;FRA;2011;1.00;53.00;5070;3.00;0.00;47.9;1.00;0.00;55.9;5.00;1.00;56.0
4971;0.236;0.025;1;1.0;1;FRA;2011;2.00;35.00;3050;3.00;0.00;68.6;3.00;0.00;35.0;5.00;1.00;53.5
4972;0.324;0.052;2;1.0;1;FRA;2011;2.00;76.00;7000;5.00;1.00;43.5;2.00;0.00;57.6;4.00;1.00;56.8
4973;0.298;0.011;1;1.0;1;FRA;2011;2.00;39.00;3050;2.00;0.00;56.0;1.00;0.00;37.4;4.00;1.00;54.8
4974;0.369;0.098;2;1.0;1;FRA;2011;1.00;57.00;5070;2.00;0.00;66.3;5.00;1.00;77.9;5.00;1.00;57.8
4975;0.366;0.443;1;1.0;1;FRA;2011;2.00;51.00;5070;2.00;0.00;59.0;1.00;0.00;35.0;5.00;1.00;49.4
4976;0.268;0.100;1;1.0;1;FRA;2011;2.00;71.00;7000;2.00;0.00;59.7;1.00;0.00;36.3;3.00;0.00;54.4
4977;0.286;0.103;1;1.0;1;FRA;2011;1.00;59.00;5070;2.00;0.00;67.6;1.00;0.00;37.7;2.00;0.00;54.5
4978;0.313;0.038;2;1.0;1;FRA;2011;1.00;26.00;1830;1.00;0.00;44.2;1.00;0.00;57.0;4.00;1.00;56.6
4979;0.324;0.052;2;1.0;1;FRA;2011;1.00;42.00;3050;3.00;0.00;43.5;2.00;0.00;57.6;2.00;0.00;56.8
4980;0.350;0.103;1;1.0;1;FRA;2011;2.00;67.00;5070;1.00;0.00;51.9;1.00;0.00;35.0;4.00;1.00;49.7
4981;0.315;0.055;2;2.1;1;FRA;2012;2.00;21.00;1830;3.00;0.00;47.9;1.00;0.00;55.9;4.00;1.00;55.6
4982;0.315;0.055;2;2.1;1;FRA;2012;2.00;24.00;1830;2.00;0.00;47.9;3.00;0.00;55.9;4.00;1.00;55.6
4983;0.313;0.038;2;2.1;1;FRA;2012;1.00;71.00;7000;1.00;0.00;48.2;1.00;0.00;58.6;1.00;0.00;56.3
4984;0.268;0.100;1;2.2;1;FRA;2012;2.00;66.00;5070;2.00;0.00;56.5;1.00;0.00;35.0;4.00;1.00;52.1
4985;0.496;0.523;2;2.3;1;FRA;2012;1.00;69.00;5070;1.00;0.00;45.6;2.00;0.00;51.4;3.00;0.00;44.1
4986;0.369;0.098;2;2.3;1;FRA;2012;1.00;79.00;7000;1.00;0.00;65.7;1.00;0.00;77.2;3.00;0.00;57.8
4987;0.369;0.098;2;2.3;1;FRA;2012;1.00;65.00;5070;3.00;0.00;67.8;5.00;1.00;76.5;5.00;1.00;57.7
