Subject_No;NDVI_500_mean;LUgreen_500m;DGURBA_CLA;compstudie2;Airport;AirportName;Year;Gender;Age;AgeGroups;Annoyance_road;HAv_road;Road_LDEN;Annoyance_rail;HAv_rail;Rail_LDEN;Annoyance_air;HAv_air;Air_LDEN
17184;0.409;0.483;1;1.0;1;FRA;2011;1.00;31.00;3050;3.00;0.00;55.6;1.00;0.00;35.0;1.00;0.00;44.0
17185;0.494;0.336;2;1.0;1;FRA;2011;2.00;81.00;7000;1.00;0.00;36.5;2.00;0.00;35.0;2.00;0.00;44.3
17186;0.621;0.637;2;2.3;1;FRA;2012;2.00;77.00;7000;1.00;0.00;48.4;2.00;0.00;53.8;5.00;1.00;47.5
17187;0.584;0.999;2;2.3;1;FRA;2012;1.00;71.00;7000;1.00;0.00;49.0;1.00;0.00;69.4;1.00;0.00;47.7
17188;0.575;0.601;2;2.3;1;FRA;2012;1.00;45.00;3050;1.00;0.00;49.2;1.00;0.00;53.4;4.00;1.00;47.4
17189;0.472;0.193;2;2.3;1;FRA;2012;2.00;56.00;5070;1.00;0.00;42.7;2.00;0.00;52.8;4.00;1.00;47.6
17190;0.575;0.601;2;2.3;1;FRA;2012;2.00;40.00;3050;1.00;0.00;49.2;1.00;0.00;53.4;5.00;1.00;47.4
17191;0.584;0.999;2;2.3;1;FRA;2012;1.00;49.00;3050;1.00;0.00;48.7;4.00;1.00;68.9;2.00;0.00;47.7
17192;0.403;0.076;2;2.4;1;FRA;2012;2.00;41.00;3050;1.00;0.00;56.5;2.00;0.00;47.8;2.00;0.00;46.7
17193;0.390;0.071;2;2.4;1;FRA;2012;2.00;61.00;5070;3.00;0.00;53.1;2.00;0.00;46.4;4.00;1.00;46.5
17194;0.511;0.678;2;2.4;1;FRA;2012;1.00;69.00;5070;4.00;1.00;62.4;3.00;0.00;50.2;4.00;1.00;46.9
17195;0.450;0.616;2;2.4;1;FRA;2012;2.00;41.00;3050;4.00;1.00;64.4;1.00;0.00;48.0;1.00;0.00;43.0
17196;0.499;0.434;2;2.4;1;FRA;2012;1.00;46.00;3050;1.00;0.00;48.7;1.00;0.00;38.2;1.00;0.00;44.3
17197;0.490;0.467;2;2.4;1;FRA;2012;1.00;65.00;5070;2.00;0.00;61.3;2.00;0.00;49.6;1.00;0.00;46.9
17198;0.450;0.616;2;2.4;1;FRA;2012;1.00;35.00;3050;3.00;0.00;62.0;1.00;0.00;48.3;2.00;0.00;43.2
17199;0.499;0.434;2;2.4;1;FRA;2012;2.00;59.00;5070;2.00;0.00;61.6;1.00;0.00;41.3;3.00;0.00;44.4
17200;0.535;0.510;1;2.4;1;FRA;2012;2.00;65.00;5070;1.00;0.00;49.3;1.00;0.00;45.7;2.00;0.00;41.0
17201;0.450;0.616;2;2.4;1;FRA;2012;2.00;65.00;5070;4.00;1.00;67.2;1.00;0.00;45.7;1.00;0.00;43.0
17202;0.389;0.077;2;2.4;1;FRA;2012;1.00;88.00;7000;1.00;0.00;49.3;1.00;0.00;45.3;1.00;0.00;46.5
17203;0.392;0.056;2;2.4;1;FRA;2012;1.00;57.00;5070;1.00;0.00;57.3;2.00;0.00;47.1;2.00;0.00;46.6
17204;0.379;0.099;2;1.0;1;FRA;2011;2.00;47.00;3050;2.00;0.00;46.1;1.00;0.00;59.8;3.00;0.00;46.2
17205;0.482;0.245;1;1.0;1;FRA;2011;1.00;55.00;5070;3.00;0.00;62.2;3.00;0.00;49.6;3.00;0.00;42.4
17206;0.529;0.695;2;1.0;1;FRA;2011;1.00;59.00;5070;1.00;0.00;61.3;1.00;0.00;49.3;1.00;0.00;45.7
17207;0.420;0.518;1;1.0;1;FRA;2011;2.00;35.00;3050;3.00;0.00;58.0;2.00;0.00;38.9;2.00;0.00;44.0
17208;0.429;0.337;2;1.0;1;FRA;2011;2.00;50.00;5070;2.00;0.00;60.6;1.00;0.00;35.0;2.00;0.00;45.4
17209;0.489;0.286;1;1.0;1;FRA;2011;1.00;52.00;5070;1.00;0.00;58.5;1.00;0.00;41.1;1.00;0.00;42.6
17210;0.404;0.121;2;1.0;1;FRA;2011;1.00;48.00;3050;1.00;0.00;48.7;1.00;0.00;43.2;2.00;0.00;45.4
17211;0.409;0.308;2;2.3;1;FRA;2012;1.00;22.00;1830;1.00;0.00;64.7;2.00;0.00;73.2;1.00;0.00;44.9
17212;0.560;0.491;2;2.3;1;FRA;2012;2.00;76.00;7000;1.00;0.00;47.7;1.00;0.00;55.4;1.00;0.00;47.3
17213;0.409;0.308;2;2.3;1;FRA;2012;1.00;20.00;1830;1.00;0.00;64.7;1.00;0.00;73.2;1.00;0.00;44.9
17214;0.585;0.523;2;2.3;1;FRA;2012;2.00;35.00;3050;1.00;0.00;48.3;1.00;0.00;53.1;2.00;0.00;47.4
17215;0.414;0.391;2;2.4;1;FRA;2012;2.00;49.00;3050;3.00;0.00;61.5;1.00;0.00;57.6;4.00;1.00;47.5
17216;0.366;0.093;2;2.4;1;FRA;2012;1.00;55.00;5070;2.00;0.00;52.3;1.00;0.00;37.7;3.00;0.00;45.9
17217;0.366;0.093;2;2.4;1;FRA;2012;1.00;50.00;5070;4.00;1.00;53.0;1.00;0.00;41.1;4.00;1.00;45.8
17218;0.485;0.252;1;2.4;1;FRA;2012;1.00;24.00;1830;3.00;0.00;65.6;2.00;0.00;46.0;1.00;0.00;42.1
17219;0.366;0.093;2;2.4;1;FRA;2012;2.00;22.00;1830;2.00;0.00;52.3;1.00;0.00;37.7;1.00;0.00;45.9
17220;0.482;0.245;1;2.4;1;FRA;2012;1.00;41.00;3050;2.00;0.00;66.1;1.00;0.00;47.6;3.00;0.00;42.1
17221;0.569;0.570;2;1.0;1;FRA;2011;1.00;63.00;5070;1.00;0.00;35.1;1.00;0.00;35.0;4.00;1.00;44.7
17222;0.465;0.274;2;1.0;1;FRA;2011;1.00;41.00;3050;3.00;0.00;53.0;1.00;0.00;46.4;3.00;0.00;45.6
17223;0.355;0.097;2;1.0;1;FRA;2011;2.00;34.00;3050;2.00;0.00;51.8;2.00;0.00;57.3;1.00;0.00;46.1
17224;0.547;0.714;2;1.0;1;FRA;2011;1.00;18.00;1830;1.00;0.00;60.6;1.00;0.00;48.6;1.00;0.00;45.6
17225;0.547;0.714;2;1.0;1;FRA;2011;1.00;68.00;5070;2.00;0.00;61.0;2.00;0.00;49.0;3.00;0.00;45.7
17226;0.464;0.705;2;1.0;1;FRA;2011;1.00;67.00;5070;5.00;1.00;63.3;2.00;0.00;47.7;2.00;0.00;43.1
17227;0.473;0.234;1;1.0;1;FRA;2011;1.00;30.00;3050;3.00;0.00;60.1;1.00;0.00;46.2;1.00;0.00;42.5
17228;0.466;0.248;2;1.0;1;FRA;2011;2.00;62.00;5070;3.00;0.00;68.6;1.00;0.00;40.3;2.00;0.00;40.6
17229;0.363;0.497;1;1.0;1;FRA;2011;1.00;39.00;3050;2.00;0.00;54.3;1.00;0.00;35.0;3.00;0.00;44.4
17230;0.393;0.245;2;2.3;1;FRA;2012;2.00;78.00;7000;1.00;0.00;47.7;2.00;0.00;55.9;2.00;0.00;47.3
17231;0.536;0.378;2;2.3;1;FRA;2012;1.00;26.00;1830;2.00;0.00;48.7;1.00;0.00;54.1;2.00;0.00;47.2
17232;0.383;0.548;2;2.3;1;FRA;2012;1.00;84.00;7000;1.00;0.00;53.4;3.00;0.00;68.9;1.00;0.00;44.7
17233;0.465;0.274;2;2.4;1;FRA;2012;2.00;67.00;5070;1.00;0.00;52.7;1.00;0.00;44.2;4.00;1.00;46.3
17234;0.487;0.484;2;2.4;1;FRA;2012;2.00;70.00;7000;4.00;1.00;57.9;3.00;0.00;36.2;5.00;1.00;41.0
17235;0.457;0.264;2;2.4;1;FRA;2012;1.00;59.00;5070;3.00;0.00;52.3;3.00;0.00;46.1;4.00;1.00;46.3
17236;0.465;0.203;1;2.4;1;FRA;2012;2.00;51.00;5070;3.00;0.00;61.4;1.00;0.00;50.1;2.00;0.00;42.0
17237;0.374;0.414;2;1.0;1;FRA;2011;2.00;58.00;5070;2.00;0.00;52.8;3.00;0.00;72.5;4.00;1.00;45.3
17238;0.374;0.414;2;1.0;1;FRA;2011;1.00;21.00;1830;2.00;0.00;51.1;3.00;0.00;67.5;1.00;0.00;45.3
17239;0.375;0.112;2;1.0;1;FRA;2011;2.00;58.00;5070;2.00;0.00;57.1;3.00;0.00;57.0;3.00;0.00;46.1
17240;0.447;0.115;1;1.0;1;FRA;2011;2.00;46.00;3050;4.00;1.00;69.4;1.00;0.00;45.4;3.00;0.00;42.3
17241;0.577;0.609;2;1.0;1;FRA;2011;2.00;53.00;5070;1.00;0.00;35.9;1.00;0.00;40.9;5.00;1.00;45.0
17242;0.422;0.593;2;1.0;1;FRA;2011;1.00;62.00;5070;2.00;0.00;59.5;2.00;0.00;53.3;2.00;0.00;43.3
17243;0.374;0.414;2;2.3;1;FRA;2012;1.00;74.00;7000;1.00;0.00;52.8;1.00;0.00;72.5;1.00;0.00;44.8
17244;0.507;0.274;2;2.3;1;FRA;2012;1.00;69.00;5070;2.00;0.00;52.5;1.00;0.00;58.3;5.00;1.00;47.1
17245;0.338;0.121;2;2.3;1;FRA;2012;2.00;71.00;7000;1.00;0.00;49.1;1.00;0.00;62.6;1.00;0.00;45.0
17246;0.345;0.199;2;2.3;1;FRA;2012;2.00;73.00;7000;3.00;0.00;54.3;1.00;0.00;66.2;1.00;0.00;45.0
17247;0.394;0.123;2;2.3;1;FRA;2012;2.00;44.00;3050;2.00;0.00;49.3;1.00;0.00;57.0;5.00;1.00;47.3
17248;0.517;0.215;2;2.3;1;FRA;2012;2.00;22.00;1830;1.00;0.00;47.9;1.00;0.00;60.2;3.00;0.00;47.2
17249;0.345;0.199;2;2.3;1;FRA;2012;2.00;54.00;5070;3.00;0.00;67.8;4.00;1.00;77.4;1.00;0.00;44.9
17250;0.374;0.414;2;2.3;1;FRA;2012;1.00;53.00;5070;3.00;0.00;56.9;5.00;1.00;75.5;3.00;0.00;44.8
17251;0.374;0.414;2;2.3;1;FRA;2012;1.00;24.00;1830;1.00;0.00;52.8;2.00;0.00;72.5;1.00;0.00;44.8
17252;0.427;0.052;2;2.3;1;FRA;2012;1.00;72.00;7000;3.00;0.00;47.1;3.00;0.00;55.7;3.00;0.00;47.2
17253;0.495;0.253;2;2.3;1;FRA;2012;2.00;69.00;5070;3.00;0.00;52.5;1.00;0.00;58.6;2.00;0.00;47.1
17254;0.374;0.414;2;2.3;1;FRA;2012;2.00;40.00;3050;1.00;0.00;53.3;3.00;0.00;69.4;1.00;0.00;44.8
17255;0.374;0.414;2;2.3;1;FRA;2012;2.00;52.00;5070;3.00;0.00;56.9;3.00;0.00;75.5;2.00;0.00;44.8
17256;0.498;0.157;2;2.3;1;FRA;2012;1.00;56.00;5070;2.00;0.00;42.9;3.00;0.00;59.4;5.00;1.00;47.2
17257;0.479;0.475;2;2.4;1;FRA;2012;1.00;58.00;5070;2.00;0.00;56.2;1.00;0.00;35.0;2.00;0.00;40.9
17258;0.437;0.263;2;2.4;1;FRA;2012;1.00;40.00;3050;3.00;0.00;57.1;1.00;0.00;36.1;3.00;0.00;40.7
17259;0.496;0.401;2;2.4;1;FRA;2012;1.00;68.00;5070;1.00;0.00;53.0;1.00;0.00;45.4;3.00;0.00;46.1
17260;0.486;0.388;2;2.4;1;FRA;2012;2.00;65.00;5070;1.00;0.00;52.0;1.00;0.00;44.9;1.00;0.00;46.0
17261;0.426;0.305;2;1.0;1;FRA;2011;1.00;71.00;7000;2.00;0.00;49.9;1.00;0.00;35.0;3.00;0.00;45.0
17262;0.418;0.070;2;1.0;1;FRA;2011;2.00;53.00;5070;3.00;0.00;57.4;1.00;0.00;57.4;5.00;1.00;47.6
17263;0.418;0.070;2;1.0;1;FRA;2011;1.00;65.00;5070;3.00;0.00;57.4;1.00;0.00;57.4;5.00;1.00;47.6
17264;0.418;0.070;2;1.0;1;FRA;2011;2.00;28.00;1830;2.00;0.00;47.7;2.00;0.00;57.6;5.00;1.00;47.6
17265;0.418;0.070;2;1.0;1;FRA;2011;2.00;67.00;5070;1.00;0.00;57.4;1.00;0.00;57.4;3.00;0.00;47.6
17266;0.418;0.070;2;1.0;1;FRA;2011;2.00;52.00;5070;4.00;1.00;57.4;1.00;0.00;57.4;4.00;1.00;47.6
17267;0.444;0.124;1;1.0;1;FRA;2011;1.00;68.00;5070;1.00;0.00;51.9;1.00;0.00;47.0;2.00;0.00;42.0
17268;0.492;0.449;2;1.0;1;FRA;2011;1.00;19.00;1830;3.00;0.00;48.2;2.00;0.00;42.6;2.00;0.00;45.0
17269;0.437;0.061;1;1.0;1;FRA;2011;2.00;39.00;3050;3.00;0.00;61.2;2.00;0.00;43.9;1.00;0.00;42.2
17270;0.614;0.739;2;1.0;1;FRA;2011;1.00;72.00;7000;1.00;0.00;36.2;1.00;0.00;41.3;3.00;0.00;45.0
17271;0.469;0.086;2;2.3;1;FRA;2012;1.00;74.00;7000;2.00;0.00;50.0;2.00;0.00;60.0;5.00;1.00;47.2
17272;0.338;0.191;2;2.3;1;FRA;2012;2.00;76.00;7000;2.00;0.00;68.1;2.00;0.00;79.5;1.00;0.00;44.9
17273;0.492;0.203;2;2.3;1;FRA;2012;2.00;74.00;7000;1.00;0.00;52.2;1.00;0.00;58.3;5.00;1.00;47.0
17274;0.338;0.191;2;2.3;1;FRA;2012;1.00;49.00;3050;3.00;0.00;60.2;5.00;1.00;73.5;1.00;0.00;44.9
17275;0.338;0.191;2;2.3;1;FRA;2012;1.00;73.00;7000;1.00;0.00;51.0;1.00;0.00;70.2;1.00;0.00;44.9
17276;0.338;0.191;2;2.3;1;FRA;2012;2.00;48.00;3050;3.00;0.00;60.2;1.00;0.00;73.5;2.00;0.00;44.9
17277;0.338;0.191;2;2.3;1;FRA;2012;2.00;19.00;1830;2.00;0.00;60.2;4.00;1.00;73.5;1.00;0.00;44.9
17278;0.418;0.070;2;2.3;1;FRA;2012;2.00;75.00;7000;1.00;0.00;47.7;1.00;0.00;57.6;5.00;1.00;47.1
17279;0.338;0.191;2;2.3;1;FRA;2012;2.00;21.00;1830;1.00;0.00;54.1;1.00;0.00;66.2;1.00;0.00;44.9
17280;0.435;0.228;2;2.4;1;FRA;2012;2.00;88.00;7000;4.00;1.00;52.7;1.00;0.00;38.7;1.00;0.00;40.3
17281;0.411;0.265;2;2.4;1;FRA;2012;2.00;29.00;1830;2.00;0.00;46.5;1.00;0.00;35.0;2.00;0.00;45.2
17282;0.426;0.305;2;2.4;1;FRA;2012;1.00;49.00;3050;1.00;0.00;50.4;1.00;0.00;35.0;1.00;0.00;45.2
17283;0.437;0.061;1;2.4;1;FRA;2012;1.00;48.00;3050;4.00;1.00;63.3;1.00;0.00;46.5;2.00;0.00;41.9
17284;0.444;0.233;2;2.4;1;FRA;2012;2.00;37.00;3050;5.00;1.00;64.9;3.00;0.00;41.0;2.00;0.00;40.1
17285;0.418;0.284;2;2.4;1;FRA;2012;2.00;32.00;3050;1.00;0.00;47.3;1.00;0.00;35.0;1.00;0.00;45.2
17286;0.467;0.414;2;2.4;1;FRA;2012;1.00;72.00;7000;3.00;0.00;65.9;2.00;0.00;52.6;3.00;0.00;46.1
17287;0.409;0.249;2;2.4;1;FRA;2012;1.00;54.00;5070;2.00;0.00;51.0;1.00;0.00;36.9;2.00;0.00;45.3
17288;0.541;0.621;2;1.0;1;FRA;2011;2.00;54.00;5070;2.00;0.00;47.2;1.00;0.00;42.6;3.00;0.00;45.0
17289;0.448;0.422;2;1.0;1;FRA;2011;1.00;52.00;5070;3.00;0.00;65.2;1.00;0.00;39.8;4.00;1.00;44.9
17290;0.437;0.208;2;1.0;1;FRA;2011;1.00;77.00;7000;1.00;0.00;42.6;1.00;0.00;58.2;2.00;0.00;47.4
17291;0.445;0.421;2;1.0;1;FRA;2011;2.00;35.00;3050;1.00;0.00;52.2;1.00;0.00;40.8;4.00;1.00;45.0
17292;0.441;0.132;2;1.0;1;FRA;2011;2.00;61.00;5070;3.00;0.00;55.8;3.00;0.00;59.0;4.00;1.00;47.7
17293;0.451;0.341;1;1.0;1;FRA;2011;2.00;77.00;7000;3.00;0.00;55.5;4.00;1.00;41.8;3.00;0.00;42.8
17294;0.431;0.366;2;1.0;1;FRA;2011;1.00;48.00;3050;2.00;0.00;46.4;1.00;0.00;35.0;2.00;0.00;45.0
17295;0.350;0.059;2;1.0;1;FRA;2011;1.00;46.00;3050;2.00;0.00;62.8;1.00;0.00;60.3;4.00;1.00;45.8
17296;0.462;0.125;2;1.0;1;FRA;2011;1.00;72.00;7000;1.00;0.00;49.3;1.00;0.00;59.4;1.00;0.00;47.3
17297;0.441;0.238;2;1.0;1;FRA;2011;1.00;43.00;3050;1.00;0.00;66.3;2.00;0.00;57.4;2.00;0.00;46.4
17298;0.455;0.401;2;1.0;1;FRA;2011;1.00;18.00;1830;1.00;0.00;44.4;1.00;0.00;35.0;1.00;0.00;45.0
17299;0.495;0.149;2;1.0;1;FRA;2011;2.00;37.00;3050;1.00;0.00;43.6;1.00;0.00;60.9;5.00;1.00;47.3
17300;0.336;0.075;2;1.0;1;FRA;2011;1.00;46.00;3050;1.00;0.00;51.1;2.00;0.00;62.5;2.00;0.00;45.7
17301;0.333;0.186;2;2.3;1;FRA;2012;1.00;50.00;5070;3.00;0.00;72.1;4.00;1.00;77.4;1.00;0.00;44.9
17302;0.333;0.186;2;2.3;1;FRA;2012;1.00;58.00;5070;4.00;1.00;68.8;4.00;1.00;75.9;1.00;0.00;44.9
17303;0.333;0.186;2;2.3;1;FRA;2012;2.00;56.00;5070;4.00;1.00;68.8;5.00;1.00;75.9;3.00;0.00;44.9
17304;0.460;0.190;1;2.4;1;FRA;2012;2.00;22.00;1830;1.00;0.00;73.2;1.00;0.00;43.5;1.00;0.00;42.0
17305;0.460;0.190;1;2.4;1;FRA;2012;1.00;57.00;5070;3.00;0.00;73.2;1.00;0.00;43.5;2.00;0.00;42.0
17306;0.440;0.282;2;2.4;1;FRA;2012;2.00;41.00;3050;5.00;1.00;67.3;1.00;0.00;38.9;2.00;0.00;40.2
17307;0.419;0.025;1;2.4;1;FRA;2012;2.00;71.00;7000;1.00;0.00;59.8;1.00;0.00;44.1;1.00;0.00;41.7
17308;0.434;0.358;2;2.4;1;FRA;2012;2.00;54.00;5070;1.00;0.00;47.0;1.00;0.00;35.0;4.00;1.00;45.2
17309;0.441;0.238;2;2.4;1;FRA;2012;2.00;56.00;5070;3.00;0.00;65.2;4.00;1.00;57.5;5.00;1.00;45.6
17310;0.419;0.025;1;2.4;1;FRA;2012;1.00;55.00;5070;2.00;0.00;54.7;2.00;0.00;44.0;3.00;0.00;41.6
17311;0.439;0.747;2;2.4;1;FRA;2012;2.00;60.00;5070;2.00;0.00;50.6;2.00;0.00;55.2;3.00;0.00;43.7
17312;0.453;0.258;2;1.0;1;FRA;2011;2.00;47.00;3050;1.00;0.00;59.0;1.00;0.00;35.0;2.00;0.00;44.3
17313;0.470;0.503;2;1.0;1;FRA;2011;2.00;72.00;7000;2.00;0.00;66.9;2.00;0.00;36.3;3.00;0.00;41.3
17314;0.450;0.581;2;1.0;1;FRA;2011;1.00;67.00;5070;2.00;0.00;52.5;2.00;0.00;53.8;4.00;1.00;47.1
17315;0.517;0.492;2;1.0;1;FRA;2011;2.00;25.00;1830;1.00;0.00;47.8;1.00;0.00;35.0;1.00;0.00;44.1
17316;0.487;0.219;2;1.0;1;FRA;2011;1.00;66.00;5070;3.00;0.00;49.0;2.00;0.00;60.1;3.00;0.00;47.2
17317;0.479;0.551;1;1.0;1;FRA;2011;2.00;41.00;3050;1.00;0.00;59.4;1.00;0.00;35.0;1.00;0.00;44.1
17318;0.459;0.262;2;1.0;1;FRA;2011;1.00;62.00;5070;2.00;0.00;64.2;2.00;0.00;60.9;3.00;0.00;47.6
17319;0.450;0.469;2;1.0;1;FRA;2011;1.00;19.00;1830;1.00;0.00;47.5;1.00;0.00;35.0;1.00;0.00;44.9
17320;0.438;0.157;2;1.0;1;FRA;2011;1.00;40.00;3050;1.00;0.00;56.0;1.00;0.00;59.9;5.00;1.00;47.7
17321;0.506;0.196;2;1.0;1;FRA;2011;2.00;34.00;3050;5.00;1.00;52.0;1.00;0.00;63.7;4.00;1.00;47.4
17322;0.462;0.093;2;2.3;1;FRA;2012;2.00;53.00;5070;1.00;0.00;53.0;1.00;0.00;61.4;2.00;0.00;46.8
17323;0.506;0.196;2;2.3;1;FRA;2012;2.00;70.00;7000;4.00;1.00;52.0;1.00;0.00;63.7;5.00;1.00;46.9
17324;0.332;0.257;2;2.3;1;FRA;2012;2.00;77.00;7000;1.00;0.00;63.8;1.00;0.00;75.6;2.00;0.00;44.7
17325;0.450;0.469;2;2.4;1;FRA;2012;2.00;51.00;5070;2.00;0.00;46.7;1.00;0.00;35.0;2.00;0.00;45.2
17326;0.327;0.070;2;2.4;1;FRA;2012;2.00;56.00;5070;4.00;1.00;69.7;2.00;0.00;66.9;2.00;0.00;45.0
17327;0.476;0.514;1;2.4;1;FRA;2012;1.00;46.00;3050;2.00;0.00;59.2;1.00;0.00;35.0;2.00;0.00;43.2
17328;0.517;0.492;2;2.4;1;FRA;2012;1.00;53.00;5070;1.00;0.00;48.5;1.00;0.00;35.0;1.00;0.00;43.7
17329;0.339;0.058;2;2.4;1;FRA;2012;1.00;65.00;5070;1.00;0.00;55.9;1.00;0.00;59.6;1.00;0.00;45.1
17330;0.452;0.390;1;2.4;1;FRA;2012;2.00;35.00;3050;3.00;0.00;55.3;1.00;0.00;39.5;1.00;0.00;42.4
17331;0.450;0.469;2;2.4;1;FRA;2012;1.00;68.00;5070;2.00;0.00;46.7;2.00;0.00;35.0;1.00;0.00;45.2
17332;0.459;0.262;2;2.4;1;FRA;2012;1.00;38.00;3050;3.00;0.00;64.2;3.00;0.00;60.9;4.00;1.00;46.7
17333;0.457;0.416;2;2.4;1;FRA;2012;1.00;27.00;1830;1.00;0.00;67.4;1.00;0.00;37.1;1.00;0.00;40.4
17334;0.476;0.514;1;2.4;1;FRA;2012;2.00;49.00;3050;3.00;0.00;59.7;1.00;0.00;35.0;1.00;0.00;43.2
17335;0.470;0.503;2;2.4;1;FRA;2012;2.00;58.00;5070;1.00;0.00;66.9;1.00;0.00;36.3;1.00;0.00;40.7
17336;0.467;0.440;1;2.4;1;FRA;2012;2.00;37.00;3050;2.00;0.00;60.9;1.00;0.00;35.0;2.00;0.00;43.0
17337;0.456;0.418;2;1.0;1;FRA;2011;1.00;56.00;5070;3.00;0.00;58.2;1.00;0.00;38.0;3.00;0.00;40.8
17338;0.352;0.086;2;1.0;1;FRA;2011;2.00;67.00;5070;1.00;0.00;40.4;2.00;0.00;57.3;3.00;0.00;45.9
17339;0.423;0.121;1;1.0;1;FRA;2011;2.00;46.00;3050;3.00;0.00;54.1;1.00;0.00;45.3;1.00;0.00;41.8
17340;0.334;0.077;2;1.0;1;FRA;2011;1.00;55.00;5070;1.00;0.00;43.9;1.00;0.00;59.5;2.00;0.00;45.8
17341;0.519;0.410;1;1.0;1;FRA;2011;2.00;43.00;3050;1.00;0.00;58.8;1.00;0.00;35.0;1.00;0.00;43.9
17342;0.319;0.080;2;1.0;1;FRA;2011;2.00;29.00;1830;4.00;1.00;71.2;5.00;1.00;60.3;3.00;0.00;45.6
17343;0.419;0.092;2;1.0;1;FRA;2011;2.00;64.00;5070;1.00;0.00;57.9;1.00;0.00;61.2;4.00;1.00;47.5
17344;0.519;0.410;1;1.0;1;FRA;2011;2.00;65.00;5070;2.00;0.00;59.0;1.00;0.00;35.0;3.00;0.00;44.0
17345;0.511;0.175;2;1.0;1;FRA;2011;1.00;47.00;3050;2.00;0.00;50.8;1.00;0.00;62.1;4.00;1.00;47.1
17346;0.444;0.348;1;1.0;1;FRA;2011;2.00;49.00;3050;1.00;0.00;59.2;1.00;0.00;35.9;1.00;0.00;43.8
17347;0.519;0.410;1;1.0;1;FRA;2011;1.00;38.00;3050;1.00;0.00;59.5;1.00;0.00;35.0;1.00;0.00;43.9
17348;0.314;0.114;2;2.3;1;FRA;2012;1.00;83.00;7000;1.00;0.00;61.1;2.00;0.00;74.4;2.00;0.00;44.9
17349;0.411;0.252;2;2.3;1;FRA;2012;2.00;71.00;7000;2.00;0.00;57.4;2.00;0.00;67.7;2.00;0.00;44.6
17350;0.501;0.299;2;2.3;1;FRA;2012;1.00;60.00;5070;1.00;0.00;50.5;1.00;0.00;62.8;1.00;0.00;46.8
17351;0.483;0.417;2;2.4;1;FRA;2012;2.00;69.00;5070;4.00;1.00;64.8;4.00;1.00;61.5;5.00;1.00;46.6
17352;0.319;0.080;2;2.4;1;FRA;2012;1.00;81.00;7000;2.00;0.00;71.2;1.00;0.00;60.3;2.00;0.00;45.0
17353;0.519;0.410;1;2.4;1;FRA;2012;2.00;78.00;7000;4.00;1.00;56.4;1.00;0.00;35.0;1.00;0.00;43.0
17354;0.434;0.003;1;2.4;1;FRA;2012;2.00;61.00;5070;2.00;0.00;62.4;3.00;0.00;44.3;5.00;1.00;41.6
17355;0.455;0.351;2;2.4;1;FRA;2012;2.00;66.00;5070;5.00;1.00;52.4;1.00;0.00;37.8;2.00;0.00;39.6
17356;0.396;0.439;2;2.4;1;FRA;2012;1.00;45.00;3050;3.00;0.00;55.6;2.00;0.00;57.8;4.00;1.00;44.0
17357;0.514;0.602;2;2.4;1;FRA;2012;2.00;42.00;3050;5.00;1.00;62.8;4.00;1.00;60.5;3.00;0.00;46.6
17358;0.319;0.259;2;1.0;1;FRA;2011;1.00;53.00;5070;1.00;0.00;54.9;4.00;1.00;62.6;4.00;1.00;44.9
17359;0.317;0.092;2;1.0;1;FRA;2011;1.00;65.00;5070;4.00;1.00;50.1;3.00;0.00;60.1;4.00;1.00;45.7
17360;0.443;0.085;2;1.0;1;FRA;2011;2.00;85.00;7000;1.00;0.00;60.5;1.00;0.00;62.0;2.00;0.00;47.2
17361;0.503;0.186;2;1.0;1;FRA;2011;1.00;45.00;3050;1.00;0.00;51.0;2.00;0.00;63.0;2.00;0.00;46.9
17362;0.430;0.135;2;1.0;1;FRA;2011;2.00;63.00;5070;1.00;0.00;60.6;1.00;0.00;60.7;2.00;0.00;47.2
17363;0.307;0.102;2;1.0;1;FRA;2011;2.00;66.00;5070;;;55.6;;;66.3;2.20;0.00;45.4
17364;0.335;0.083;2;1.0;1;FRA;2011;2.00;39.00;3050;1.00;0.00;47.7;1.00;0.00;58.3;3.00;0.00;45.8
17365;0.466;0.425;1;1.0;1;FRA;2011;2.00;57.00;5070;4.00;1.00;59.5;1.00;0.00;35.0;4.00;1.00;44.0
17366;0.430;0.135;2;1.0;1;FRA;2011;2.00;33.00;3050;1.00;0.00;55.1;3.00;0.00;58.7;1.00;0.00;47.1
17367;0.307;0.102;2;1.0;1;FRA;2011;1.00;68.00;5070;3.00;0.00;55.6;5.00;1.00;66.3;4.00;1.00;45.4
17368;0.514;0.222;2;2.3;1;FRA;2012;2.00;36.00;3050;2.00;0.00;48.3;1.00;0.00;63.6;1.00;0.00;46.6
17369;0.514;0.222;2;2.3;1;FRA;2012;1.00;61.00;5070;1.00;0.00;48.9;3.00;0.00;63.0;3.00;0.00;46.6
17370;0.319;0.259;2;2.3;1;FRA;2012;1.00;57.00;5070;1.00;0.00;48.2;2.00;0.00;68.5;2.00;0.00;44.5
17371;0.432;0.000;1;2.4;1;FRA;2012;2.00;69.00;5070;3.00;0.00;64.9;1.00;0.00;44.0;2.00;0.00;41.6
17372;0.306;0.090;2;2.4;1;FRA;2012;1.00;73.00;7000;1.00;0.00;74.4;1.00;0.00;59.5;1.00;0.00;45.0
17373;0.317;0.092;2;2.4;1;FRA;2012;1.00;73.00;7000;1.00;0.00;49.1;2.00;0.00;58.9;2.00;0.00;45.2
